model,layer,arm,checkpoint,source_rank_k,mask_density_alpha,mean_overlap_lift,mean_pabs_joint_cos,mean_nss_l1_top32,headline_mean_overlap_lift,headline_mean_pabs_joint_cos,headline_mean_nss_l1_top32,overlap_lift_minus_headline,pabs_cos_minus_headline,nss_l1_minus_headline,overlap_rank_desc
qwen,27,offkd,160,16,0.1,0.9470370460577612,0.9997197895609443,7.549730458369912e-05,0.9195480062961335,0.9997518566951198,5.355365752374362e-05,0.027489039761627643,-3.206713417547302e-05,2.19436470599555e-05,2.0
qwen,27,opd,160,16,0.1,0.9480877622187771,0.9997458857183874,6.088332152558014e-05,0.9144701127008589,0.9997569312859061,5.2369065702344884e-05,0.033617649517918236,-1.1045567518741528e-05,8.514255823235256e-06,1.0
qwen,27,seqkd,160,16,0.1,0.9468200285087315,0.9997235301221868,7.58877150146767e-05,0.9185937806072164,0.9997524674734338,5.28176793509546e-05,0.028226247901515067,-2.89373512469826e-05,2.30700356637221e-05,3.0
qwen,27,sft,160,16,0.1,0.9354678192661362,0.9997346913125748,6.47591541963474e-05,0.90544971098357,0.9997580731910285,4.86540674696575e-05,0.030018108282566236,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
qwen,27,offkd,160,32,0.01,0.7699169713057206,0.9997197895609443,7.549730458369912e-05,0.6626781942104731,0.9997518566951198,5.355365752374362e-05,0.10723877709524743,-3.206713417547302e-05,2.19436470599555e-05,1.0
qwen,27,opd,160,32,0.01,0.7479702931016458,0.9997458857183874,6.088332152558014e-05,0.6429966308985879,0.9997569312859061,5.2369065702344884e-05,0.10497366220305782,-1.1045567518741528e-05,8.514255823235256e-06,3.0
qwen,27,seqkd,160,32,0.01,0.7679459230404915,0.9997235301221868,7.58877150146767e-05,0.6623310082775894,0.9997524674734338,5.28176793509546e-05,0.10561491476290208,-2.89373512469826e-05,2.30700356637221e-05,2.0
qwen,27,sft,160,32,0.01,0.7328825515413959,0.9997346913125748,6.47591541963474e-05,0.6208920069461107,0.9997580731910285,4.86540674696575e-05,0.11199054459528524,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
qwen,27,offkd,160,32,0.1,0.9270950715483376,0.9997197895609443,7.549730458369912e-05,0.8842164485927871,0.9997518566951198,5.355365752374362e-05,0.04287862295555045,-3.206713417547302e-05,2.19436470599555e-05,1.0
qwen,27,opd,160,32,0.1,0.9208205049161818,0.9997458857183874,6.088332152558014e-05,0.8744213440830348,0.9997569312859061,5.2369065702344884e-05,0.04639916083314699,-1.1045567518741528e-05,8.514255823235256e-06,3.0
qwen,27,seqkd,160,32,0.1,0.9264879182113538,0.9997235301221868,7.58877150146767e-05,0.8830918612645899,0.9997524674734338,5.28176793509546e-05,0.04339605694676385,-2.89373512469826e-05,2.30700356637221e-05,2.0
qwen,27,sft,160,32,0.1,0.9114627368832895,0.9997346913125748,6.47591541963474e-05,0.8643866842732215,0.9997580731910285,4.86540674696575e-05,0.047076052610067975,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
qwen,27,offkd,160,50,0.01,0.7265295881073607,0.9997197895609443,7.549730458369912e-05,0.6155951777711677,0.9997518566951198,5.355365752374362e-05,0.110934410336193,-3.206713417547302e-05,2.19436470599555e-05,1.0
qwen,27,opd,160,50,0.01,0.6949246260014063,0.9997458857183874,6.088332152558014e-05,0.5918640235340696,0.9997569312859061,5.2369065702344884e-05,0.10306060246733662,-1.1045567518741528e-05,8.514255823235256e-06,3.0
qwen,27,seqkd,160,50,0.01,0.7232129384430612,0.9997235301221868,7.58877150146767e-05,0.6152840502359807,0.9997524674734338,5.28176793509546e-05,0.10792888820708058,-2.89373512469826e-05,2.30700356637221e-05,2.0
qwen,27,sft,160,50,0.01,0.6819543162423477,0.9997346913125748,6.47591541963474e-05,0.5710920434470513,0.9997580731910285,4.86540674696575e-05,0.11086227279529637,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
qwen,27,offkd,160,50,0.1,0.9079997877176048,0.9997197895609443,7.549730458369912e-05,0.8522444336482542,0.9997518566951198,5.355365752374362e-05,0.055755354069350616,-3.206713417547302e-05,2.19436470599555e-05,1.0
qwen,27,opd,160,50,0.1,0.8953471827897111,0.9997458857183874,6.088332152558014e-05,0.8392877391928009,0.9997569312859061,5.2369065702344884e-05,0.056059443596910286,-1.1045567518741528e-05,8.514255823235256e-06,3.0
qwen,27,seqkd,160,50,0.1,0.9067503492353147,0.9997235301221868,7.58877150146767e-05,0.8510835333977902,0.9997524674734338,5.28176793509546e-05,0.05566681583752453,-2.89373512469826e-05,2.30700356637221e-05,2.0
qwen,27,sft,160,50,0.1,0.8891072741850621,0.9997346913125748,6.47591541963474e-05,0.8289884375073608,0.9997580731910285,4.86540674696575e-05,0.06011883667770124,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
qwen,27,offkd,320,16,0.01,0.8568899076500739,0.9995897065813838,0.0001206996612850519,0.7789652873318363,0.999743726441927,6.560160465624097e-05,0.07792462031823755,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,16,0.01,0.848109390263441,0.9995829589144577,0.00010672918705031667,0.7751739845068946,0.9997467331204108,5.814792833876197e-05,0.07293540575654645,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,16,0.01,0.8547278331669662,0.9996657950469215,9.815734228463826e-05,0.7763653884401144,0.9997473497868257,6.139051041191585e-05,0.07836244472685183,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,16,0.01,0.8253279164663756,0.9996736067621148,9.158201929679899e-05,0.7440587747003432,0.9997505774839287,5.409870310150603e-05,0.0812691417660324,-7.697072181389597e-05,3.748331619529296e-05,4.0
qwen,27,offkd,320,16,0.1,0.957532901073108,0.9995897065813838,0.0001206996612850519,0.9355948801169838,0.999743726441927,6.560160465624097e-05,0.021938020956124182,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,16,0.1,0.9570716714600506,0.9995829589144577,0.00010672918705031667,0.9361996467090881,0.9997467331204108,5.814792833876197e-05,0.020872024750962503,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,16,0.1,0.9571110610679384,0.9996657950469215,9.815734228463826e-05,0.934288751926912,0.9997473497868257,6.139051041191585e-05,0.022822309141026453,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,16,0.1,0.9461154334079477,0.9996736067621148,9.158201929679899e-05,0.923499265354972,0.9997505774839287,5.409870310150603e-05,0.022616168052975727,-7.697072181389597e-05,3.748331619529296e-05,4.0
qwen,27,offkd,320,32,0.01,0.8176812507742149,0.9995897065813838,0.0001206996612850519,0.7228199368681194,0.999743726441927,6.560160465624097e-05,0.09486131390609553,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,32,0.01,0.8006439129048448,0.9995829589144577,0.00010672918705031667,0.7137214542896724,0.9997467331204108,5.814792833876197e-05,0.08692245861517245,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,32,0.01,0.8155842382229442,0.9996657950469215,9.815734228463826e-05,0.7196717505367806,0.9997473497868257,6.139051041191585e-05,0.09591248768616367,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,32,0.01,0.7797372006234919,0.9996736067621148,9.158201929679899e-05,0.6813341696333425,0.9997505774839287,5.409870310150603e-05,0.09840303099014946,-7.697072181389597e-05,3.748331619529296e-05,4.0
qwen,27,offkd,320,32,0.1,0.9423812516887307,0.9995897065813838,0.0001206996612850519,0.9085332821260901,0.999743726441927,6.560160465624097e-05,0.03384796956264058,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,32,0.1,0.9372200842574944,0.9995829589144577,0.00010672918705031667,0.9043026303601541,0.9997467331204108,5.814792833876197e-05,0.03291745389734024,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,32,0.1,0.9409743667767064,0.9996657950469215,9.815734228463826e-05,0.9067442560769354,0.9997473497868257,6.139051041191585e-05,0.034230110699771,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,32,0.1,0.9281209587547308,0.9996736067621148,9.158201929679899e-05,0.8909060653569182,0.9997505774839287,5.409870310150603e-05,0.03721489339781259,-7.697072181389597e-05,3.748331619529296e-05,4.0
qwen,27,offkd,320,50,0.01,0.7838261571977686,0.9995897065813838,0.0001206996612850519,0.6844445878183958,0.999743726441927,6.560160465624097e-05,0.09938156937937281,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,50,0.01,0.759397111959321,0.9995829589144577,0.00010672918705031667,0.6688877487229429,0.9997467331204108,5.814792833876197e-05,0.09050936323637815,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,50,0.01,0.7787017936938131,0.9996657950469215,9.815734228463826e-05,0.6794514099798035,0.9997473497868257,6.139051041191585e-05,0.09925038371400963,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,50,0.01,0.7388310168828333,0.9996736067621148,9.158201929679899e-05,0.6382080911622481,0.9997505774839287,5.409870310150603e-05,0.10062292572058518,-7.697072181389597e-05,3.748331619529296e-05,4.0
qwen,27,offkd,320,50,0.1,0.9280908083841931,0.9995897065813838,0.0001206996612850519,0.8842101101966867,0.999743726441927,6.560160465624097e-05,0.043880698187506395,-0.0001540198605431975,5.509805662881093e-05,1.0
qwen,27,opd,320,50,0.1,0.9186471087862426,0.9995829589144577,0.00010672918705031667,0.8760642999759091,0.9997467331204108,5.814792833876197e-05,0.042582808810333495,-0.00016377420595314884,4.8581258711554697e-05,3.0
qwen,27,seqkd,320,50,0.1,0.9260904354780125,0.9996657950469215,9.815734228463826e-05,0.8818836991047656,0.9997473497868257,6.139051041191585e-05,0.0442067363732469,-8.155473990412165e-05,3.6766831872722406e-05,2.0
qwen,27,sft,320,50,0.1,0.9110113009305303,0.9996736067621148,9.158201929679899e-05,0.862144382611871,0.9997505774839287,5.409870310150603e-05,0.0488669183186593,-7.697072181389597e-05,3.748331619529296e-05,4.0
